n_scheda,titolo,autore,data_pub,luogo_pub,editore,collezion,ext_source,ext_match_score,ext_title,ext_author,ext_year,ext_url,ext_identifiers,n_scheda_field,cod_isbn,cod_sez,collabor,edizione,ext_language,ext_notes,ext_physical_desc,ext_place,ext_publisher,formato,n_s_sez,note_sp,pagine,soggetto
41672,,,1939,GENOVA,SUORE DI M. RAVASCO,BIOGRAFIE,NOT_FOUND,0.000,,,,,{},41672,,SE,"P. TEODOSIO DA VOLTRI,AUTORE",I,,,,,,21,30,,260+117,
41673,,"LONGO, BARTOLO, BEATO",1920,VALLE DI POMPEI,SC. TIP. PONT. FIGLI DEI CARCERATI,BIOGRAFIE,OPAC SBN,0.292,Don Bartolo Longo / Pier Marino Frasconi,"Frasconi, Pier Marino",1941,https://opac.sbn.it/bid/CAG2051778,"{""bid"": ""IT\\ICCU\\CAG\\2051778""}",41673,,SE,,VI,ITALIANO,,"X, 511 p. ; 22 cm.",,,23,30,,222,
41674,MADRE MARIA EUGENIA DI GESU' FOND. DELLE RELIGIOSE DELL'ASSUNZIONE,"PATRIZI, MADDALENA",1935,ISOLA DEL LIRI,PISANI,BIOGRAFIE,OPAC SBN,0.788,Una grande educatrice : Madre Maria Eugenia di Gesù : Fondatrice delle Religiose dell'Assunzione / Maddalena Patrizi,"Patrizi, Maddalena",2007,https://opac.sbn.it/bid/CAM0009724,"{""bid"": ""IT\\ICCU\\CAM\\0009724""}",41674,,SE,,I,ITALIANO,,157 p. ; 21 cm,,,23,30,,267,
41675,,"MACCONO, FRANCESCO, O.F.M.",1930,BENEVAGIENNA,TIP.F. VISSIO,BIOGRAFIE,OPAC SBN,0.752,Santuario e convento di N.S. delle Grazie di Mellea (Farigliano) / p. Francesco Maccono o.f.m,"Maccono, Francesco",1938,https://opac.sbn.it/bid/CUB0386103,"{""bid"": ""IT\\ICCU\\CUB\\0386103""}",41675,,SE,,I,ITALIANO,,135 p. : ill. ; 23 cm,,,16.5,30,,150,
41676,,,1934,ROMA,POSTULAZ. GEN.,BIOGRAFIE,NOT_FOUND,0.000,,,,,{},41676,,SE,DI P. G. TASCA E P.F. GRILLO,I,,,,,,18,30,,347,
41677,,"FODDAI, GIULIO",1936,TORINO,L.I.C.E.,BIOGRAFIE,OPAC SBN,0.940,Suor Vincenza Pucci : Figlia della Carità : note biografiche / Giulio Foddai,"Foddai, Giulio",1936,https://opac.sbn.it/bid/TO01135288,"{""bid"": ""IT\\ICCU\\TO0\\1135288""}",41677,,SE,,I,ITALIANO,,"112 p., [4! c. di tav. : ill. ; 19 cm.",,,18,30,,112,
41678,,"LAVEILLE, A.",1930,TORINO,L.I.C.E.,BIOGRAFIE,OPAC SBN,0.744,Margherita Sinclair (1900-1925) : un Piccolo fiore scozzese / A. Laveille,"Laveille, Auguste",1929,https://opac.sbn.it/bid/TO01154453,"{""bid"": ""IT\\ICCU\\TO0\\1154453""}",41678,,SE,,I,ITALIANO,,"174 p., [8! c. di tav. : ill. ; 20 cm.",,,18,30,,175,
41679,REV. MADRE M. TERESA CAMERA FOND. DELLA CONGREGAZIONE DELLE FIGLIE DI N. S. DELLA PIETA',"SARTORIO, FRANCESCO SAVERIO, O.C.D.",1953,MILANO,SC. TIP. ARTIGIANELLI,BIOGRAFIE,OPAC SBN,0.287,Fra Gherardo : dramma in tre atti / Ildebrando Pizzetti,"Pizzetti, Ildebrando",1928,https://opac.sbn.it/bid/MUS0324060,"{""bid"": ""IT\\ICCU\\MUS\\0324060""}",41679,,SE,,I,ITALIANO,"Copertina e altre illustrazioni di Giulio Cisari | A p. 7: A tutti i miei cari di qua e di là dal limite e ad Arturo Toscanini maestro e amico | Alle pp. 9 e 10: indicazioni di responsabilità, personaggi ed interpreti; prima esecuzione, Milano, Teatro alla Scala, aprile 1928 | CORAGO DMBM19909 http://corago.unibo.it/libretto/DMBM19909",125 p. ; 24 cm,,,18,30,,144,
41680,"IL BEATO ALBERICO CRESCITELLI MARTIRE IN CINA, 1900","BALCONI, LORENZO M.",1950,MILANO,P.I.M.E.,BIOGRAFIE,OPAC SBN,0.805,Vita del beato Alberico Crescitelli martirizzato in Cina il 21 luglio 1900 / Lorenzo M. Balconi,"Balconi, Lorenzo Maria",1950,https://opac.sbn.it/bid/PUV0502986,"{""bid"": ""IT\\ICCU\\PUV\\0502986""}",41680,,SE,,I,ITALIANO,,"XI, 246 p., \16! c. di tav. ; 24 cm.",,,25,30,,288,
41681,,"ANTONIO DA PONTEDERA, CAPP.",1904,ROMA,V. SALVIUCCI,BIOGRAFIE,NOT_FOUND,0.000,,,,,{},41681,,SE,,II,,,,,,25,30,,144,
41682,SAN FRANCESCO DI PAOLA FONDATORE DELL'ORDINE DEI MINIMI,"ROBERTI, GIUSEPPE MARIA",1915,ROMA,FR. TEMPESTA,BIOGRAFIE,OPAC SBN,0.797,San Francesco di Paola fondatore dell'Ordine dei Minimi (1416-1507) : storia della sua vita / del p. Giuseppe Maria Roberti,"Roberti, Giuseppe Maria",1915,https://opac.sbn.it/bid/SBL0733648,"{""bid"": ""IT\\ICCU\\SBL\\0733648""}",41682,,SE,,I,ITALIANO,,"736 p. : ill., 1 ritr. ; 25 cm",,,25,30,,736,
41683,SAN GIUSEPPE PIGNATELLI S.I. IL RESTAURATORE DELLA COMPAGNIA DI GESU' IN ITALIA (1737-1811),"TESTORE, CELESTINO, S.I.",1955,ROMA,CURIA GEN. S.I.,BIOGRAFIE,OPAC SBN,0.859,S. Giuseppe Pignatelli S. I. (1737-1811) : il restauratore della Compagnia di Gesù in Italia / Celestino Testore s.i,"Testore, Celestino",1954,https://opac.sbn.it/bid/PBE0241154,"{""bid"": ""IT\\ICCU\\PBE\\0241154""}",41683,,SE,,I,ITALIANO,,"302 p., 1 ritratto ; 22 cm",,,24,30,,303,
41684,IL BEATO PIETRO GIULIANO EYMARD DAI DOCUMENTI DEI PROCESSI DI BEATIFICAZIONE,,1933,TORINO,O. EUCARISTICHE,BIOGRAFIE,OPAC SBN,0.531,Il Beato Pietro Giuliano Eymard (1811-1868) - dai documenti dei processi di beatificazione e da altri inediti per cura di un Religioso del SS. Sacramento,,1932,https://opac.sbn.it/bid/LO11597889,"{""bid"": ""IT\\ICCU\\LO1\\1597889""}",41684,,SE,,I,ITALIANO,,"592 p. ; Ill. ; cm. 22,5",,,23,30,,592,
41685,IL PREDITTO DO MARIA FRATE CRISPINO DA VITERBO (1668-1750)  BEATO,ISIDORO D'ALATRI,1933,CIVITAVECCHI,STAB. TIP. MODERNO,BIOGRAFIE,OPAC SBN,0.565,Frate Crispino da Viterbo : aspetti sociali della sua vita / Isidoro da Alatri,Isidoro : da Alatri,1968,https://opac.sbn.it/bid/TO00910872,"{""bid"": ""IT\\ICCU\\TO0\\0910872""}",41685,,SE,,I,ITALIANO,,72 p. ; 21 cm.,,,23,30,,472,
41686,,"PEANO, DALMAZIO, CAN.",1924,CUNEO,TIP. MENZIO,BIOGRAFIE,OPAC SBN,0.774,Monsignor canonico Giovanni Maria Silvestro... : Memoria di un amico / can. Peano Dalmazio,"Peano, Dalmazio",1926,https://opac.sbn.it/bid/TO02065669,"{""bid"": ""IT\\ICCU\\TO0\\2065669""}",41686,,SE,,II,ITALIANO,,129 p. ; 17 cm,,,23,30,,461,
41687,VITA DI S. SERAFINO DA MONTEGRANARO TAUMATURGO DEL SECOLO XVI,"COSTANTE DA PELISSANNE, CAPP.",1940,LORETO,LIB. S. F. D'ASSISI,BIOGRAFIE,NOT_FOUND,0.000,,,,,{},41687,,SE,,I,,,,,,23,30,,261,
41688,,"PALAZZINI, VITO",1944,BERGAMO,S.E.S.A.,BIOGRAFIE,OPAC SBN,0.940,Discorsi / Vito Palazzini,"Palazzini, Vito",1943,https://opac.sbn.it/bid/CUB0420735,"{""bid"": ""IT\\ICCU\\CUB\\0420735""}",41688,,SE,,I,ITALIANO,L. 18.,125 p. ; 19 cm,,,19,30,,358,
41689,,"GIACCAGLIA, ALFIO",1956,BARI,PAOLINE,BIOGRAFIE,OPAC SBN,0.880,Parabole evangeliche / Alfio Giaccaglia,"Giaccaglia, Alfio",1960,https://opac.sbn.it/bid/PBE0103067,"{""bid"": ""IT\\ICCU\\PBE\\0103067""}",41689,,SE,,I,ITALIANO,,219 p. ; 12 cm,,,17,30,,303,
41690,,"GERMENA, GIOVANNI, BARNABITA",1925,TORINO,LIB. S. CUORE,BIOGRAFIE,OPAC SBN,0.702,"Il padre Giovanni Semeria, barnabita : cenni necrologici / [P. Germena]",Germena <barnabita>,1932,https://opac.sbn.it/bid/LIG0036705,"{""bid"": ""IT\\ICCU\\LIG\\0036705""}",41690,,SE,,I,ITALIANO,A. dedotto dalla pref.,43 p. : ritr. ; 25 cm,,,19,30,,200,
41691,,"ROSSETTI, ALOYSIUS, O.F.M.",1948,ROMA,P.I.M.E.,BIOGRAFIE,OPAC SBN,0.413,I vescovi di Borgo San Donnino : biografie e memorie storiche / [G.M. Giacopazzi],"Giacopazzi, Giuseppe Maria",1903,https://opac.sbn.it/bid/PBE0013033,"{""bid"": ""IT\\ICCU\\PBE\\0013033""}",41691,,SE,,II,ITALIANO,Nome dell'A. a p. 7,79 p. : 1 ritr. ; 25 cm,,,17,30,PREF. DI G. ROSCHINI,295,
41692,IL PADRE PRO + 23.11.1927,"DRAGON, ANTONIO, S.I.",1934,TORINO,L.I.C.E.,BIOGRAFIE,OPAC SBN,0.355,Padre Pro della Compagnia di Gesù : giustiziato nel Messico il 23 novembre 1927 / Antonio Dragon ; unica versione italiana su la 4. ed. francese per il P. Celestino Testore S. J,"Dragon, Antoine",1932,https://opac.sbn.it/bid/TO00693009,"{""bid"": ""IT\\ICCU\\TO0\\0693009""}",41692,,SE,"C. TESTORE, TRAD.",I,ITALIANO,,"180 p., [5] c. di tav. : ill. ; 19 cm.",,,17,30,,180,
41693,L'ORDINE DEI MINIMI NELLA LUCE DEI SANTI,"ROBERTI, GIUSEPPE MARIA",1927,ROMA,CASA D. POSTULAZIONE,BIOGRAFIE,OPAC SBN,0.565,Il comandante comm. Giovanni Bertolini / [Giuseppe Roberti],"Roberti, Giuseppe Maria",1934,https://opac.sbn.it/bid/IEI0226540,"{""bid"": ""IT\\ICCU\\IEI\\0226540""}",41693,,SE,,I,ITALIANO,"Estr. da: Vita nostra, ott. 1934.",P. [6]-15 ; 25 cm,,,19,30,CARRELLATA DI SANTI CANONIZZATI DELL'O.M.,163,
41694,IL CAVALIERE DI NOSTRA SIGNORA P. GIULIO CHEVALIER FOND. DEI MISSIONARI DEL S. CUORE,"GIORGI, ANTONIO, M.S.C.",1958,ROMA,COLETTI,BIOGRAFIE,OPAC SBN,0.510,[Lettera al cardinale Giovanni Maria Del Monte].,"Giorgi, Marco Antonio",1548,https://opac.sbn.it/bid/IT\ICCU\CNCE\051705,"{""bid"": ""IT\\ICCU\\CNCE\\051705""}",41694,,SE,,I,LATINO,,[1] c. ; 4°,,,20,30,,296,
41695,IL MARTIRIO DEL B.CARLO LUIGI HURTREL E DI LUDOVICO BENIAMINO (SETTEMBRE 1792 A PARIGI),"ROBERTI, GIUSEPPE MARIA",1927,ROMA,POSTULAZ. GEN. O.M.,BIOGRAFIE,OPAC SBN,0.844,Il martirio del B. Carlo Luigi Hurtrel sacerdote dell'ordine dei minimi e di suo fratello Ludovico Beniamino nel settembre 1792 a Parigi / P. Giuseppe Maria Roberti,"Roberti, Giuseppe Maria",1927,https://opac.sbn.it/bid/CSA0059234,"{""bid"": ""IT\\ICCU\\CSA\\0059234""}",41695,,SE,,I,ITALIANO,,"95 p., [7] carte di tav. ; 21 cm",,,20,30,,99,
41696,,"DIONIGI DA GANGI, O.F.M.",1934,TIVOLI,MANTERO,BIOGRAFIE,Library of Congress,0.335,La ricezione di Seneca tragico tra Quattrocento e Cinquecento : edizioni e volgarizzamenti,"capirossi, arianna",2020,http://www.loc.gov/item/2020719154/,"{""loc_id"": ""http://www.loc.gov/item/2020719154/""}",41696,,SE,,I,,,,,,19,30,,166,
41697,,"SCRINZI, GIUSTINIANO",1906,VICENZA,G. GALLA,BIOGRAFIE,OPAC SBN,0.940,1 / del sacerdote Giustiniano Scrinzi,"Scrinzi, Giustiniano",1906,https://opac.sbn.it/bid/RAV0278246,"{""bid"": ""IT\\ICCU\\RAV\\0278246""}",41697,,SE,,III,ITALIANO,,352 p. ; 20 cm.,,,18,30,,352,
41698,,"SCRINZI, GIUSTINIANO",1906,VICENZA,G. GALLA,BIOGRAFIE,OPAC SBN,0.940,1 / del sacerdote Giustiniano Scrinzi,"Scrinzi, Giustiniano",1906,https://opac.sbn.it/bid/RAV0278246,"{""bid"": ""IT\\ICCU\\RAV\\0278246""}",41698,,SE,,III,ITALIANO,,352 p. ; 20 cm.,,,18,30,,352-727,
41699,,"NERI, BENEDETTO, MONS.",1923,TORINO,SEI,BIOGRAFIE,Open Library,0.382,Percorso : Collezione Di Poesie -Romanzi - Racconti - Aforismi - Saggi - Biografie : Novemila Pagine Cartacee - Trecentomila Parole,Nicola Aliani,2021,https://openlibrary.org/works/OL31010704W,{},41699,,SE,,I,ita,,,,,17,30,,341,
41700,,"PAPASOGLI, GIORGIO",1950,ROMA,T.P.U.GREGORIANA,BIOGRAFIE,OPAC SBN,0.687,"Nicola Barre, educatore di anime / Giorgio Papasogli","Papasogli, Giorgio <1906-1996>",1975,https://opac.sbn.it/bid/SBL0019529,"{""bid"": ""IT\\ICCU\\SBL\\0019529""}",41700,,SE,,I,ITALIANO,,"378 p., [7] p. di tav. : ill. ; 21 cm.",,,22,30,,111,
41701,,SPECTATOR,1933,CHIERI-TO,G. ASTESANO,BIOGRAFIE/FATTI STORICI DELLA RIVOLUZIONE MESSICAN,OPAC SBN,0.618,Due anni di Governo del maresciallo Balbo in Libia / Spectator Libycus,Spectator Libycus,1936,https://opac.sbn.it/bid/CUB0612755,"{""bid"": ""IT\\ICCU\\CUB\\0612755""}",41701,,SE,"G. MONETTI, TRAD.",I,ITALIANO,,43 p. ; 24 cm,,,22,30,,387,
41702,,"SALVATORELLI, L.",COPYRIGHT 1973,TORINO,G. EINAUDI,,OPAC SBN,0.774,L'Azione cattolica / [Luigi Salvatorelli],"Salvatorelli, Luigi",1953,https://opac.sbn.it/bid/PBE0241472,"{""bid"": ""IT\\ICCU\\PBE\\0241472""}",41702,,SP,,,ITALIANO,"Nome dell'autore a p. 103 | Estratto dal periodico: Nuovi argomenti, n. 3 (1953)",P. [83]-103 ; 22 cm,,,21.5,7,"SAGGI,511 [COLL.]","8 F.P.,215",
41703,MANNA MISSIONARIA. OPERETTA UTILE PER LA PREDICAZIONE DEL CLERO E PE R LA MEDITAZIONE DELLE ANIME BUONE. SERIE PRIMA/UN CORSO DI PREDICAZ  IO  NE AL POPOLO,"BORGONOVO, GIUSTINO, OBL. M. DI RHO",1928,TRENTO,SCUOLA TIP. ARTIGIANELLI,,NOT_FOUND,0.000,,,,,{},41703,,CP,,,,,,,,19.5,11,,"XI,370",
41704,PER LA BUONA PREDICAZIONE. TRATTATO TEORICO-PRATICO DI SACRA ELOQUEN ZA... AD USO DEI CHIERICI E DEI GIOVANI SACERDOTI,"CARMAGNOLA, ALBINO",1927,TORINO,S.E.I.,,OPAC SBN,0.550,Meraviglie divine : nuovi discorsi panegirici / Albino Carmagnola,"Carmagnola, Albino",1930,https://opac.sbn.it/bid/TO01231397,"{""bid"": ""IT\\ICCU\\TO0\\1231397""}",41704,,CP,,IV,ITALIANO,,542 p. ; 20 cm.,,,19.5,11,,"XI,388",
41705,,"RAHNER, KARL, S.I.",COPYRIGHT 1968,ROMA,PAOLINE,"BIBLIOTECA DI CULTURA RELIGIOSA-SECONDA SERIE, N.",OPAC SBN,0.749,The eternal year / by Karl Rahner S.J.; translated by John Shea S.S,"Rahner, Karl",1964,https://opac.sbn.it/bid/PBE0038861,"{""bid"": ""IT\\ICCU\\PBE\\0038861""}",41705,,G,,,INGLESE,,144 p. ; 21 cm,,,18,2,COLLEZ. DIR. DA V. GAMBI E C. DANNA; SECONDA SERIE,774,
41706,DIZIONARIO LITURGICO-PASTORALE IALI FINO AL 1977                                                OP.  DOPPIA,"MISTRORIGO, ANTONIO, VESC.",COPYRIGHT 1977,PADOVA,EMP,,NOT_FOUND,0.000,,,,,{},41706,,L,,,,,,,,21,1,DAI DOCUMENTI DEL CONCILIO VATICANO II E DAGLI ALT,1726,
41707,I DOCUMENTI DEL CONCILIO VATICANO II. L'ORA DEL CONCILIO - V OP. DOPPIA,,1966,MILANO,MASSIMO,,NOT_FOUND,0.000,,,,,{},41707,,AE,,I,,,,,,21,4,PRES. DI G. CERIANI; PROBLEMI DEL NOSTRO TEMPO/17,820,
41708,,,1956,PADOVA,MESSAGGERO,BIOGRAFIE,NOT_FOUND,0.000,,,,,{},41708,,SE,,IV,,,,,,18,30,,240,
41709,,,1953,ALBA (CN),PAOLINE,"MUSA, N. 1",NOT_FOUND,0.000,,,,,{},41709,,G,,,,,,,,21,2,OPERA A CURA DI AA.VV. / OP. DOPPIA,"XXIV,1384",
41710,CODEX IURIS CANONICI PII X PONTIFICIS MAXIMI IUSSU DIGESTUS BENEDICT I PAPAE XV AUCTORITATE PROMULGATUS  CARD. GASPARRI AUCTUS,,1929,ROMAE,TYPIS POLYGLOTTIS VATICANIS,,NOT_FOUND,0.000,,,,,{},41710,,JC,,,,,,,,14,14,"PRAEF., FONTIUM ANNOT. ET INDICE ANALYTICO-ALPHABE","LXXI,918",
41711,VITA DEL B. GASPARE DEL BUFALO FOND. DELLA CONGREGAZIONE DEI MISSIONARI DEL PREZIOSISSIMO SANGU  E DI  N.S.G.C.,"SARDI, VINCENZO, MONS.",1904,ROMA,TIP. FR. PALLOTTA,BIOGRAFIE,OPAC SBN,0.612,Dell'Ammissione ai Sacri Ordini. Della Predicazione. Dei Seminarii : lettere di mons. Vincenzo Sardi a mons. Vescovo di **,"Sardi, Vincenzo",1902,https://opac.sbn.it/bid/BVE0450341,"{""bid"": ""IT\\ICCU\\BVE\\0450341""}",41711,,SE,,I,ITALIANO,,67 p. ; 21 cm.,,,23.5,30,,418,
41712,,"STANISLAO, DELL'ADDOLORATA, C. P.",1925,ROMA,TIP. FR. AUSONIA,BIOGRAFIE,OPAC SBN,0.767,"S. Vincenzo Maria Strambi passionista, vescovo di Macerata e Tolentino / p. Stanislao dell'Addolorata c.p",Stanislao : dell'Addolorata <padre>,1949,https://opac.sbn.it/bid/PUV0698122,"{""bid"": ""IT\\ICCU\\PUV\\0698122""}",41712,,SE,,I,ITALIANO,,"319 p., [1] c. di tav. ; 19 cm.",,,21,30,,711,
41713,"APPARECCHIO ALLA MORTE OP. DOPPIA, DIVERSA ED.","ALFONSO MARIA, DE' LIGUORI, S.",1890,CASALE,LIBR. ECCL. EDITRICE G. PANE,,OPAC SBN,0.469,3.: Opere ascetiche / di S. Alfonso Maria de Liguori,"Liguori, Alfonso Maria : de' <santo>",1880,https://opac.sbn.it/bid/TO00778881,"{""bid"": ""IT\\ICCU\\TO0\\0778881""}",41713,,SP,,,ITALIANO,,891 p. ; 23 cm.,,,12.5,4,...AGGIUNTAVI LA TRADUZIONE DE' PASSI LATINI,527,
41714,,"DE CRISENOY, PIETRO",1950,ROMA,TIP. PLINIANA,BIOGRAFIE,OPAC SBN,0.672,La beata Placida Viel : seconda superiora generale dell'Istituto delle suore cristiane della Misericordia / Pietro de Crisenoy,"Crisenoy, Pierre : de",1950,https://opac.sbn.it/bid/CUB0220263,"{""bid"": ""IT\\ICCU\\CUB\\0220263""}",41714,,SE,,I,ITALIANO,,"303 p., [3] c. di tav. ; 20 cm",,,21,30,,303,
41715,VANGELI DELLE DOMENICHE E DELLE FESTE TALIANO E PASSI PARALLELI - COMM. ESEGETICO E RIFLESSIONI MORALI  MANCANO LE 2 C.GEOGR. MENZIONATE NEL FRONT.,"RYAN, CORNELIO J.",1913,ROMA,LIBR. ED. RELIG. F. FERRARI,,OPAC SBN,0.583,I Vangeli delle domeniche e delle feste : preceduti da una introduzione storica ed archeologica / Cornelio J. Ryan,"Ryan, Cornelius J.",,https://opac.sbn.it/bid/TO00711168,"{""bid"": ""IT\\ICCU\\TO0\\0711168""}",41715,,CP,,"III, RIV. E CORR.",ITALIANO,,v. ; 22 cm.,,,22,14,INTROD. CRITICA GEOGRAFICA ED ARCHEOLOGICA - TESTO,"4 F.P.,606",
41716,,"FELICE DA PORRETTA, CAPP.",1934,ROMA,POLIGLOTTA VATICANA,BIOGRAFIE,NOT_FOUND,0.000,,,,,{},41716,,SE,,I,,,,,,24,30,RIFATTA PER LA CANONIZZAZIONE,320,
41717,VITA DI S. ANTONIO MARIA ZACCARIA FOND. DE'BARNABITI E DELLE ANGELICHE,"MOLTEDO, FRANCESCO T.",1934,ROMA,POLIGLOTTA VATICANA,BIOGRAFIE,OPAC SBN,0.460,Il viaggio al polo : inno al genio d'Italia / F. T. Moltedo,"Moltedo, Francesco Tranquillino",1900,https://opac.sbn.it/bid/UBO2568135,"{""bid"": ""IT\\ICCU\\UBO\\2568135""}",41717,,SE,,I,ITALIANO,,11 p. ; 25 cm.,,,23,30,,600,
41718,,"SALVINI, ALFONSO, O.S.B.V.",1932,ROMA,PAOLINE,BIOGRAFIE,OPAC SBN,0.701,"S. Giovanni Gualberto, fondatore di Vallombrosa / Alfonso Salvini","Salvini, Alfonso",1972,https://opac.sbn.it/bid/RAV0186399,"{""bid"": ""IT\\ICCU\\RAV\\0186399""}",41718,,SE,,I,ITALIANO,,"75 p., [1] c. di tav. : ill. ; 22 cm.",,,24,30,,295,
41719,VITA DI SAN VINCENZO DE' PAOLI FOND. DEI PRETI DELLA MISSIONE E DELLE FIGLIE DI CARITA',"ACAMI, DOMENICO",1837,TORINO,STAMPERIA REALE,BIOGRAFIE,OPAC SBN,0.748,Vita di San Vincenzo De Paoli : fondatore e primo superiore generale della congregazione della missione e delle Figlie di Carità / scritta dal P. Domenico Acami,"Acami, Domenico <1640-1695>",1837,https://opac.sbn.it/bid/TO00692138,"{""bid"": ""IT\\ICCU\\TO0\\0692138""}",41719,,SE,,V,ITALIANO,,"XXXII, 503 p., [1] c. di tav. : ritr. ; 22 cm",,,19,30,,504,
41720,VITA DI S. MARIA MADDALENA POSTEL FOND. DELLE SUORE DELLE SCUOLE CRISTIANE DELLA MISERICORDIA,"LEGOUX, ARSENIO MARIA, MONS.",1925,ROMA,TIP. AUSONIA,BIOGRAFIE,OPAC SBN,0.730,Vita di s. Maria Maddalena Postel : fondatrice dell'Istituto delle Suore delle scuole cristiane della misericordia / Arsenio Maria Legoux ; tradotta dal francese da un amico dell'autore,"Legoux, Arsène",1925,https://opac.sbn.it/bid/TO00561947,"{""bid"": ""IT\\ICCU\\TO0\\0561947""}",41720,,SE,,II,ITALIANO,,"XI, 414 p. , \1! c. di tav. : ritr. ; 20 cm.",,,19,30,,414,
41721,S. TEOFILO DA CORTE 1676-1740,"PAIOTTI, ALFONSO M., O.F.M.",1930,ROMA,TIP. AGOSTINIANA,BIOGRAFIE,OPAC SBN,0.586,S. Teofilo da Corte / Alfonso M. Paiotti ; con prefazione di Carlo Salotti,"Paiotti, Alfonso M.",1930,https://opac.sbn.it/bid/LO10369208,"{""bid"": ""IT\\ICCU\\LO1\\0369208""}",41721,,SE,,I,ITALIANO,,"XII, 406 p., 1 c. di tav. : ritr. : ill. ; 20 cm.",,,19,30,,406,
41722,,"GRASSETTI, GIACOMO",1876,BOLOGNA,TIP.PONT. MAREGGIANI,BIOGRAFIE,OPAC SBN,0.778,Vita di santa Caterina da Bologna / composta dal p. Giacomo Grassetti,"Grassetti, Giacomo <gesuita>",1876,https://opac.sbn.it/bid/CFI0564362,"{""bid"": ""IT\\ICCU\\CFI\\0564362""}",41722,,SE,,III,ITALIANO,,"426 p., [1] c. di tav. ; 19 cm.",,,19,30,,425,
41723,SANTA MARIA CROCIFISSA DI ROSA FOND. DELLE ANCELLE DELLA CARITA' DI BRESCIA,"PAPASOGLI, GIORGIO",1954,BRESCIA,TIP. PAVONIANA,BIOGRAFIE,OPAC SBN,0.507,Quarantotto romantico / di Giorgio Papasogli,"Papasogli, Giorgio <1906-1996>",1955,https://opac.sbn.it/bid/RAV0080443,"{""bid"": ""IT\\ICCU\\RAV\\0080443""}",41723,,SE,,I,ITALIANO,,291 p. ; 19 cm,,,21,30,,340,
41724,,"GALLINA, CESARE",1926,ROMA,MODIGLIANI-ROSSI-FI.,BIOGRAFIE,Open Library,0.402,De remediis utriusque fortunae,Francesco Petrarca,1492,https://openlibrary.org/works/OL878577W,{},41724,,SE,,I,spa,,,,,20,30,,630,
41725,,"GUERRA, ALMERICO, CAN.",1875,LUCCA,TIP.ED. S. PAOLINO,BIOGRAFIE,OPAC SBN,0.780,Il confessore secondo il cuor di Gesù : considerazioni proposte ai sacerdoti novelli / dal can. Almerico Guerra,"Guerra, Almerico",1897,https://opac.sbn.it/bid/CUB0330557,"{""bid"": ""IT\\ICCU\\CUB\\0330557""}",41725,,SE,,I,ITALIANO,,136 p. ; 15 cm,,,17,30,,340,
41726,,"LAPLACE, L., CAN.",1925,MILANO,TIP. PONT. S. GIUSEPPE,BIOGRAFIE,Library of Congress,0.380,"A. L. A. portrait index : index to portraits contained in printed books and periodical, comp. with the cooperation of many librarians and others for the  Publishing board of the American library association","lane, william coolidge",1906,http://www.loc.gov/item/06035019/,"{""loc_id"": ""http://www.loc.gov/item/06035019/""}",41726,,SE,,I,,,,,,17,30,,315,
41727,,"COSTE, PIETRO, C.M.",1934,ROMA,UN. TIP. PIACENTINA,BIOGRAFIE,Library of Congress,0.402,Cesare De Lollis tra filologia romanza e letterature comparate,"stefanelli, diego",2018,http://www.loc.gov/item/2020717696/,"{""loc_id"": ""http://www.loc.gov/item/2020717696/""}",41727,,SE,"TITO CASINI, TRAD.",I,,,,,,25,30,,430,
41728,,"COSTE, PIETRO, C.M.",1934,ROMA,UN. TIP. PIACENTINA,BIOGRAFIE,Library of Congress,0.402,Cesare De Lollis tra filologia romanza e letterature comparate,"stefanelli, diego",2018,http://www.loc.gov/item/2020717696/,"{""loc_id"": ""http://www.loc.gov/item/2020717696/""}",41728,,SE,"TITO CASINI, TRAD.",I,,,,,,25,30,,672,
41729,,"COSTE, PIETRO, C.M.",1934,ROMA,UN. TIP. PIACENTINA,BIOGRAFIE,Library of Congress,0.402,Cesare De Lollis tra filologia romanza e letterature comparate,"stefanelli, diego",2018,http://www.loc.gov/item/2020717696/,"{""loc_id"": ""http://www.loc.gov/item/2020717696/""}",41729,,SE,"TITO CASINI, TRAD.",I,,,,,,25,30,,535,
41730,LA MADRE FRANCESCA SAVERIO CABRINI FOND. DELLE MISSIONARIE DEL SACRO CUORE DI GESU',,1928,TORINO,SEI,BIOGRAFIE,NOT_FOUND,0.000,,,,,{},41730,,SE,,I,,,,,,20,30,,386,
41731,,LUCA DI S.GIUSEPPE,1889,TREVI,TIP. NAZZARENA,BIOGRAFIE,OPAC SBN,0.522,Matteotti e noi : una lezione di libertà / graphic novel di Giuseppe Amari ; illustrata da Antonio Palma con la collaborazione di Riccardo Pescosolido ; presentazione di Liliana Segre ; prefazione di Maurizio Degl'Innocenti ; ideazione e coordinamento di Alberto Aghemo ; consulenza storica di Stefano Caretti ; direzione artistica di Luca di Cecca ; versione teatrale di Vittorio Pavoncello ; proposta formativa modulare di Giovanna Leone e Anna Maria Fratantoni con Anna Maria Ciccia e Salvatore Laudani,"Amari, Giuseppe <1945- >",2024,https://opac.sbn.it/bid/IEI0746082,"{""bid"": ""IT\\ICCU\\IEI\\0746082""}",41731,,SE,,I,ITALIANO,Volume pubblicato in occasione delle celebrazioni del centenario della morte di Giacomo Matteotti.,199 p. : ill. ; 22 x 31 cm,,,17,30,,432,
