n_scheda,titolo,autore,data_pub,luogo_pub,editore,collezion,ext_source,ext_match_score,ext_title,ext_author,ext_year,ext_url,ext_identifiers,cod_isbn,cod_sez,collabor,data_crea,edizione,ext_language,ext_notes,ext_physical_desc,ext_place,ext_publisher,formato,illustr,n_s_sez,noName,note_sp,pagine,segnatura,soggetto,volume
41356,,"MERLEAU-PONTY, MAURICE",COPYRIGHT 1967,MILANO,IL SAGGIATORE,FILOSOFIA,Open Library,0.880,Filosofía y lenguaje,MERLEAU-PONTY MAURICE,2013,https://openlibrary.org/works/OL34911437W,{},,FL,"G. ALFIERI, TRAD.",2003-01-10 00:00:00,I,,,,,,21,,21,142.5 P2,,436,SR,,2025-01-01 00:00:00
41357,,"MERLEAU-PONTY, MAURICE",COPYRIGHT 1965,MILANO,SUGAR,FILOSOFIA,Open Library,0.880,Filosofía y lenguaje,MERLEAU-PONTY MAURICE,2013,https://openlibrary.org/works/OL34911437W,{},,FL,A. BONOMI,2003-01-10 00:00:00,I,,,,,,21,,21,142.5 P3,,462,SR,,2025-01-01 00:00:00
41358,,"LEIBNIZ, G. WILHELM",COPYRIGHT 1973,BOLOGNA,ZANICHELLI,FILOSOFIA,Open Library,0.494,Filosofia Leibniz Para Princesas,Gottfried Wilhelm Leibniz,2000,https://openlibrary.org/works/OL8202679W,{},,FL,"V. MATHIEU, CURAT.",2003-01-10 00:00:00,I,spa,,,,,24,,20,140.6 L,,505,SR,,2025-01-01 00:00:00
41359,,"LEIBNIZ, G. WILHELM",COPYRIGHT 1961,TORINO,SEI,FILOSOFIA,Open Library,0.494,Filosofia Leibniz Para Princesas,Gottfried Wilhelm Leibniz,2000,https://openlibrary.org/works/OL8202679W,{},,FL,"F. AMERIO, CURAT.",2003-01-10 00:00:00,II,spa,,,,,20,,20,140.6 L1,,151,SR,,2025-01-01 00:00:00
41360,,"LEIBNIZ, G. WILHELM",COPYRIGHT 1938,TORINO,PARAVIA,FILOSOFIA,Open Library,0.494,Filosofia Leibniz Para Princesas,Gottfried Wilhelm Leibniz,2000,https://openlibrary.org/works/OL8202679W,{},,FL,"G.E. BARIE, CURAT.",2003-01-10 00:00:00,II,spa,,,,,20,,20,140.6 L2,,70,SR,,2025-01-01 00:00:00
41361,,"LEIBNIZ, G. WILHELM",COPYRIGHT 1934,NAPOLI,LOFFREDO,FILOSOFIA,Open Library,0.494,Filosofia Leibniz Para Princesas,Gottfried Wilhelm Leibniz,2000,https://openlibrary.org/works/OL8202679W,{},,FL,"E. CHIRIOTTI, TRAD.",2003-01-10 00:00:00,I,spa,,,,,20,,20,140.6 L3,,"LXIX,104",SR,,2025-01-01 00:00:00
41362,,"PASCAL, BLAISE",COPYRIGHT 1933,MILANO,SIGNORELLI,FILOSOFIA,Open Library,0.522,Escrits de filosofia de la ciència,Blaise Pascal,2017,https://openlibrary.org/works/OL35182450W,{},,FL,"G. FALCONI, CURAT.",2003-01-10 00:00:00,I,,,,,,15,,20,140.6 P,,137,SR,,2025-01-01 00:00:00
41363,,CARTESIO,COPYRIGHT 1952,TORINO,SEI,FILOSOFIA,Open Library,0.494,Storia della filosofia moderna,Luciano De Crescenzo,2004,https://openlibrary.org/works/OL23912971W,{},,FL,A. LANTRUA,2003-01-10 00:00:00,I,ita,,,,,20,,20,140.6 C,,155,SR,,2025-01-01 00:00:00
41364,,CARTESIO,COPYRIGHT 1972,TORINO,SEI,FILOSOFIA,Open Library,0.494,Storia della filosofia moderna,Luciano De Crescenzo,2004,https://openlibrary.org/works/OL23912971W,{},,FL,A. LANTRUA,2003-01-10 00:00:00,VI RIV.,ita,,,,,20,,20,140.6 C1,,201,SR,,2025-01-01 00:00:00
41365,,,COPYRIGHT 1943,TORINO,CHIANTORE,CRITICA A CARTESIO,NOT_FOUND,0.000,,,,,{},,FL,DI GALLO GALLI,2003-01-10 00:00:00,I,,,,,,21.5,,20,140.6 G4,,443,SR,,2025-01-01 00:00:00
41366,"IL ""DISCORSO SUL METODO"" DI CARTESIO E IL PROBLEMA DEL METODO NEL XV II SECOLO","BRIANESE, GIORGIO",COPYRIGHT 1988,TORINO,PARAVIA,CRITICA A CARTESIO,Open Library,0.460,"La ""Volontà di potenza"" di Nietzsche e il problema filosofico del superuomo",Giorgio Brianese,1990,https://openlibrary.org/works/OL19395265W,{},,FL,,2003-01-10 00:00:00,I,ita,,,,,22,,20,140.6 B,,211,SR,,2025-01-01 00:00:00
41367,CONGETTURE E CONFUTAZIONI DI POPPER E IL DIBATTITO EPISTEMOLOGICO POST-POPPERIANO,"BRIANESE, GIORGIO",COPYRIGHT 1988,TORINO,PARAVIA,CRITICA A POPPER,Open Library,0.423,"La ""Volontà di potenza"" di Nietzsche e il problema filosofico del superuomo",Giorgio Brianese,1990,https://openlibrary.org/works/OL19395265W,{},,FL,,2003-01-10 00:00:00,I,ita,,,,,22,,22,149.7 B,,231,SR,,2025-01-01 00:00:00
41368,"IL ""MANIFESTO DEL PARTITO COMUNISTA""DI MARX ED ENGELS E IL DIBATTITO SOCIALISTA TRA UTOPIA E SCIENZA NELLA PRIMA META' DEL XIX SECOLO","TABARONI, NEREO",COPYRIGHT 1989,TORINO,PARAVIA,CRITICA AL MANIFESTO DI MARX,Open Library,0.846,"Il ""Manifesto del Partito comunista"" di Marx ed Engels e il dibattito socialista tra utopia e scienza nella prima metà del XIX secolo",Karl Marx,1989,https://openlibrary.org/works/OL23100105W,{},,FL,,2003-01-10 00:00:00,I,ita,,,,,22,,22,149.7 T,,132,SR,,2025-01-01 00:00:00
41369,,,COPYRIGHT 1995,ROMA,STUDIUM,UN MAESTRO CONTEMPORANEO,NOT_FOUND,0.000,,,,,{},,FL,A.V.,2003-01-10 00:00:00,I,,,,,,22,,22,146.7 AV,,272,SR,,2025-01-01 00:00:00
41370,,"CROCE, BENEDETTO",COPYRIGHT 1998,TORINO,CENTRO PANNUNZIO,,Open Library,0.880,"Ariosto, Shakespeare and Corneille",Croce Benedetto,2022,https://openlibrary.org/works/OL34157336W,{},,FL,"P. QUAGLIENI, CURAT.",2003-01-11 00:00:00,I,eng,,,,,24,,21,109.7 C1,,35,SR,,2025-01-01 00:00:00
41371,,"MAZZANTINI, CARLO",COPYRIGHT 1995,TORINO,L'ARCA,CRITICA,Open Library,0.930,I balilla andarono a Salò,"Mazzantini, Carlo",1995,https://openlibrary.org/works/OL2361904W,{},,FL,"ASS. CULTURALE ""A DEL NOCE""",2003-01-11 00:00:00,I,ita,,,,,21,,21,109.7 M2,,317,SR,,2025-01-01 00:00:00
41372,,"GIVONE, SERGIO",COPYRIGHT 1995,BARI,LATERZA,CRITICA,Open Library,0.422,Storia dell'estetica,Sergio Givone,1988,https://openlibrary.org/works/OL2184544W,{},,FL,,2003-01-11 00:00:00,II,ita,,,,,21,,21,149.7 G,,230,SR,,2025-01-01 00:00:00
41373,,"VANNI ROVIGHI, SOFIA",COPYRIGHT 1951,MILANO,MARZORATI,CRITICA KANTIANA,Open Library,0.662,Introduzione allo studio di Kant,Sofia Vanni Rovighi,1951,https://openlibrary.org/works/OL1281339W,{},,FL,,2003-01-11 00:00:00,II,ita,,,,,25,,20,142.1 VR,,247,SR,,2025-01-01 00:00:00
41374,ANALISI DEL PENSIERO DI E. KANT E CRITICA ALLA TESI DELL'IMPOSSIBILI TA' D'UNA METAFISICA,"PICONCELLI, PAOLO",1967,ROMA,DATTILOSCRITTO,CRITICA KANTIANA,NOT_FOUND,0.000,,,,,{},,FL,,2003-01-11 00:00:00,I,,,,,,23.5,,20,142.1 P,,196,SR,,2025-01-01 00:00:00
41375,,,1939,TORINO,PARAVIA,ANTOLOGIA,NOT_FOUND,0.000,,,,,{},,FL,P. MARTINETTI,2003-01-11 00:00:00,I,,,,,,20,,20,142.1 K5,,240,SR,,2025-01-01 00:00:00
41376,,"POLIGNAC, FRANCOIS DE",COPYRIGHT 1991,MILANO,JACA BOOK,LA GRECIA,Open Library,0.489,Les nouvelles frontières de la télédétection océanique,François Doumenge,1994,https://openlibrary.org/works/OL19441630W,{},,FL,"E. ROBBERTO, TRAD.",2003-01-11 00:00:00,I,eng,,,,,23,,18,180 P,,203,SR,,2025-01-01 00:00:00
41377,,"DE CRESCENZO, LUCIANO",COPYRIGHT 1986,MILANO,MONDADORI,,Open Library,0.930,"Pythagore superstar, vies des philosophes grecs et travaux pratiques à l'heure de l'apéritif",De Crescenzo Luciano,1985,https://openlibrary.org/works/OL33862883W,{},,FL,,2003-01-11 00:00:00,XVIII,,,,,,22,,18,180 C,FILOSOFIA RIDANCIANA DI DE CRESCENZO,239,SR,,2025-01-01 00:00:00
41378,,"DEZZA, PAOLO, S.I.",COPYRIGHT 1966,ROMA,GREGORIANA,FILOSOFIA,Open Library,0.522,Filosofia,Paolo Dezza,1949,https://openlibrary.org/works/OL1449328W,{},,FL,,2003-01-11 00:00:00,VI,ita,,,,,20,,11,101 D,,243,SR,,2025-01-01 00:00:00
41379,,GORGIA,COPYRIGHT 1960,MILANO,PAOLINE,FILOSOFIA,Open Library,0.426,La filosofia di Gorgia,Maurizio Migliori,1973,https://openlibrary.org/works/OL2822300W,{},,FL,"FORTUNATO PASQUALINO, CURAT.",2003-01-11 00:00:00,II,ita,,,,,17,,18,183 G,,89,SR,,2025-01-01 00:00:00
41380,,PLATONE,COPYRIGHT 1968,TORINO,SEI,OPERE DI PLATONE,Open Library,0.838,Opere di Platone,Plato,1742,https://openlibrary.org/works/OL38713177W,{},,FL,L. PAGLIANO,2003-01-11 00:00:00,I,ita,,,,,19.5,,18,184 P,,99,SR,,2025-01-01 00:00:00
41381,,PLATONE,COPYRIGHT 1963,TORINO,SEI,OPERE DI PLATONE,Open Library,0.838,Opere di Platone,Plato,1742,https://openlibrary.org/works/OL38713177W,{},,FL,"L. PAGLIANO, CURAT.",2003-01-11 00:00:00,I- RIST.,ita,,,,,19.5,,18,184 P1,,108,SR,,2025-01-01 00:00:00
41382,,PLATONE,COPYRIGHT 1963,TORINO,SEI,OPERE DI PLATONE,Open Library,0.838,Opere di Platone,Plato,1742,https://openlibrary.org/works/OL38713177W,{},,FL,F. PIEMONTESE,2003-01-11 00:00:00,I- RIST.,ita,,,,,19.5,,18,184 P2,,118,SR,,2025-01-01 00:00:00
41383,,PLATONE,COPYRIGHT 1964,TORINO,SEI,OPERE DI PLATONE,Open Library,0.838,Opere di Platone,Plato,1742,https://openlibrary.org/works/OL38713177W,{},,FL,"VITO STAZZONE, CURAT.",2003-01-11 00:00:00,I- RIST.,ita,,,,,19.5,,18,184 P3,,157,SR,,2025-01-01 00:00:00
41384,,PLATONE,COPYRIGHT 1964,TORINO,SEI,OPERE DI PLATONE,Open Library,0.838,Opere di Platone,Plato,1742,https://openlibrary.org/works/OL38713177W,{},,FL,"G.A. ROGGERONE, CURAT.",2003-01-11 00:00:00,I- RIST.,ita,,,,,19.5,,18,184 P4,,114,SR,,2025-01-01 00:00:00
41385,,PLATONE,COPYRIGHT 1963,TORINO,SEI,OPERE DI PLATONE,Open Library,0.838,Opere di Platone,Plato,1742,https://openlibrary.org/works/OL38713177W,{},,FL,"G. FAGGIN, CURAT.",2003-01-11 00:00:00,I- RIST.,ita,,,,,19.5,,18,184 P5,,105,SR,,2025-01-01 00:00:00
41386,,PLATONE,COPYRIGHT 1963,TORINO,SEI,OPERE DI PLATONE,Open Library,0.838,Opere di Platone,Plato,1742,https://openlibrary.org/works/OL38713177W,{},,FL,"V. STAZZONE, CURAT.",2003-01-11 00:00:00,I- RIST.,ita,,,,,19.5,,18,184 P6,,190,SR,,2025-01-01 00:00:00
41387,,PLATONE,COPYRIGHT 1987,TORINO,PARAVIA,OPERE DI PLATONE,Open Library,0.838,Opere di Platone,Plato,1742,https://openlibrary.org/works/OL38713177W,{},,FL,"N. ABBAGNANO, CURAT.",2003-01-11 00:00:00,I- RIST.,ita,,,,,19.5,,18,184 P7,,109,SR,,2025-01-01 00:00:00
41388,,PLATONE,COPYRIGHT 1988,TORINO,SEI,OPERE DI PLATONE,Open Library,0.838,Opere di Platone,Plato,1742,https://openlibrary.org/works/OL38713177W,{},,FL,G. BOSIO,2003-01-11 00:00:00,I,ita,,,,,19.5,,18,184 P8,IN LINGUA GRECA,87,SR,,2025-01-01 00:00:00
41389,CRITONE CON DUE INTERVENTI DI N. BOBBIO E R. VENDITTI,PLATONE,COPYRIGHT 1985,TORINO,PARAVIA,OPERE DI PLATONE,NOT_FOUND,0.000,,,,,{},,FL,M.GIROTTO BEVILACQUA,2003-01-11 00:00:00,I,,,,,,22,,18,184 P9,IN LINGUA GRECA,95,SR,,2025-01-01 00:00:00
41390,,PLATONE,COPYRIGHT 1985,TORINO,PARAVIA,OPERE DI PLATONE,Open Library,0.838,Opere di Platone,Plato,1742,https://openlibrary.org/works/OL38713177W,{},,FL,"N. ABBAGNANO, CURAT.",2003-01-11 00:00:00,I,ita,,,,,21,,18,184 P10,,119,SR,,2025-01-01 00:00:00
41391,,PLATONE,COPYRIGHT 1966,BARI,LATERZA,OPERE DI PLATONE,Open Library,0.838,Opere di Platone,Plato,1742,https://openlibrary.org/works/OL38713177W,{},,FL,PASSI SCELTI A C. DI F. SARTORI,2003-01-11 00:00:00,IV,ita,,,,,20,,18,184 P11,,198,SR,,2025-01-01 00:00:00
41392,,PLATONE,COPYRIGHT 1941,VERONA,LA SCALIGERA,OPERE DI PLATONE,Open Library,0.838,Opere di Platone,Plato,1742,https://openlibrary.org/works/OL38713177W,{},,FL,"M.E. GARIN, CURAT.",2003-01-11 00:00:00,I,ita,,,,,20,,18,184 P12,,143,SR,,2025-01-01 00:00:00
41393,,PLATONE,COPYRIGHT 1953,MILANO,RIZZOLI,OPERE DI PLATONE,Open Library,0.838,Opere di Platone,Plato,1742,https://openlibrary.org/works/OL38713177W,{},,FL,"E. TUROLLA, CURAT.",2003-01-11 00:00:00,I,ita,,,,,17,,18,184 P13,,245,SR,,2025-01-01 00:00:00
41394,,PLATONE,COPYRIGHT 1949,MILANO,RIZZOLI,OPERE DI PLATONE,Open Library,0.838,Opere di Platone,Plato,1742,https://openlibrary.org/works/OL38713177W,{},,FL,"E. TUROLLA, CURAT.",2003-01-11 00:00:00,I,ita,,,,,17,,18,184 P14,,191,SR,,2025-01-01 00:00:00
41395,SOCRATE ED ALCUNI DIALOGHI PLATONICI:APOLOGIA-CONVITO-LACHETE-EUTIFR ONE-LISIDE-JONE,PLATONE,COPYRIGHT 1958,TORINO,GIAPPICHELLI,OPERE DI PLATONE,Open Library,0.762,"Socrate ed alcuni dialoghi Platonici, Apologia, Convito, Lachete, Eutifrone, Liside, Jone",Gallo Galli,1958,https://openlibrary.org/works/OL33578083W,{},,FL,"GALLO GALLI, CURAT.",2003-01-11 00:00:00,I,ita,,,,,24,,18,184 P15,,250,SR,,2025-01-01 00:00:00
41396,,"STEFANINI, LUIGI",COPYRIGHT 1951,TORINO,SEI,CRITICA DI PLATONE,Open Library,0.930,Esistenzialismo ateo ed esistenzialismo teistico,"Stefanini, Luigi",1952,https://openlibrary.org/works/OL1265798W,{},,FL,,2003-01-11 00:00:00,I - RIST.,ita,,,,,20,,18,184.7 S,,203,SR,,2025-01-01 00:00:00
41397,,ARISTOTELE,COPYRIGHT 1961,TORINO,SEI,I CLASSICI,Open Library,0.835,La Poetica,Aristotle,1479,https://openlibrary.org/works/OL151515W,{},,FL,"C. SORGE, CURAT.",2003-01-12 00:00:00,I,eng,,,,,19.5,,18,185 A,,123,SR,,2025-01-01 00:00:00
41398,,ARISTOTELE,COPYRIGHT 1958,TORINO,SEI,I CLASSICI,Open Library,0.835,La Poetica,Aristotle,1479,https://openlibrary.org/works/OL151515W,{},,FL,"A. BECCARI, CURAT.",2003-01-12 00:00:00,I,eng,,,,,19.5,,18,185 A1,,184,SR,,2025-01-01 00:00:00
41399,,ARISTOTELE,COPYRIGHT 1960,TORINO,SEI,I CLASSICI,Internet Archive,0.880,Aristotele Opere Vol 2,Aristotele,2008,https://archive.org/details/aristoteleoperevol2,"{""identifier"": ""aristoteleoperevol2""}",,FL,"D. COMPOSTA, CURAT.",2003-01-12 00:00:00,I,ita,,"I Classici del Pensiero, Arnoldo Mondadori Editore, Milano 2008",,,19.5,,18,185 A2,,142,SR,,2025-01-01 00:00:00
41400,,ARISTOTELE,COPYRIGHT 1927,BARI,LATERZA,I CLASSICI,Open Library,0.835,La Poetica,Aristotle,1479,https://openlibrary.org/works/OL151515W,{},,FL,"A. CARLINI, CURAT.",2003-01-12 00:00:00,IV,eng,,,,,21,,18,185 A3,,149,SR,,2025-01-01 00:00:00
41401,,ARISTOTELE,COPYRIGHT 1967,BARI,LATERZA,I CLASSICI,Open Library,0.835,La Poetica,Aristotle,1479,https://openlibrary.org/works/OL151515W,{},,FL,"C.A.VIANO,CURAT.",2003-01-12 00:00:00,III,eng,,,,,18,,18,185 A4,,158,SR,,2025-01-01 00:00:00
41402,,ARISTOTELE,COPYRIGHT 1960,BRESCIA,LA SCUOLA,I CLASSICI,Open Library,0.835,La Poetica,Aristotle,1479,https://openlibrary.org/works/OL151515W,{},,FL,"F. AMERIO, CURAT.",2003-01-12 00:00:00,I,eng,,,,,21,,18,185 A5,,121,SR,,2025-01-01 00:00:00
41403,IL PRINCIPIO DI NON CONTRADDIZIONE LIBRO IV DELLA METAFISICA,ARISTOTELE,COPYRIGHT 1959,BRESCIA,LA SCUOLA,I CLASSICI,Open Library,0.446,Nicomachean Ethics,Aristotle,1558,https://openlibrary.org/works/OL8273964W,{},,FL,"E. SEVERINO, CURAT.",2003-01-12 00:00:00,I,eng,,,,,21,,18,185 A6,,62,SR,,2025-01-01 00:00:00
41404,,"ROTTA, PAOLO",COPYRIGHT 1945,BRESCIA,LA SCUOLA,I CLASSICI,Open Library,0.466,Aristotele,Paolo Rotta,1945,https://openlibrary.org/works/OL1315605W,{},,FL,,2003-01-12 00:00:00,II,ita,,,,,15.5,,18,185.7 R,,323,SR,,2025-01-01 00:00:00
41405,,LUCREZIO,COPYRIGHT 1975,MILANO,GARZANTI,EDIZIONE INTEGRALE CON TESTO LATINO A FRONTE,Open Library,0.382,De rerum natura,Titus Lucretius Carus,1486,https://openlibrary.org/works/OL1548597W,{},,FL,"O. CESCATTI, TRAD. A.RONCONI, LETTURA CRITICA",2003-01-12 00:00:00,I,rus,,,,,18,,18,187 L,,527,SR,,2025-01-01 00:00:00
41406,,LUCREZIO,COPYRIGHT 1935,BOLOGNA,CAPPELLI ED.,IL LATINO PER TUTTI/TESTO A FRONTE,Open Library,0.473,Lucrezio,Luciano Perelli,1977,https://openlibrary.org/works/OL22637324W,{},,FL,"G. BALBONI-E.NERI, CURAT.",2003-01-12 00:00:00,I,ita,,,,,18.5,,18,187 L1,,75,SR,,2025-01-01 00:00:00
41407,DE RERUM NATURA PAGINE SCELTE,LUCREZIO,COPYRIGHT 1965,ROMA,SIGNORELLI,ANTOLOGIA,Open Library,0.601,De rerum natura,Titus Lucretius Carus,1486,https://openlibrary.org/works/OL1548597W,{},,FL,"G. TARDITI, CURAT.",2003-01-12 00:00:00,I- 5 RIST.,rus,,,,,18.5,,18,187 L2,,100,SR,,2025-01-01 00:00:00
41408,,LUCREZIO,COPYRIGHT 1952,TORINO,LATTES,ANTOLOGIA,Open Library,0.382,"L'ottimismo relativo nel ""De rerum natura"" di Lucrezio",Titus Lucretius Carus,1960,https://openlibrary.org/works/OL38747545W,{},,FL,"L. PERRELLI, CURAT.",2003-01-12 00:00:00,IV,ita,,,,,21,,18,187 L3,,142,SR,,2025-01-01 00:00:00
41409,"VITA E MORTE NELL'UNIVERSO ANTOLOGIA DAL ""DE RERUM NATURA""",LUCREZIO,COPYRIGHT 1984,TORINO,PARAVIA,ANTOLOGIA,Open Library,0.424,De rerum natura,Titus Lucretius Carus,1486,https://openlibrary.org/works/OL1548597W,{},,FL,"A. BARIGAZZI, CURAT. M. LUZI, SAGGIO",2003-01-12 00:00:00,I,rus,,,,,22,,18,187 L4,,302,SR,,2025-01-01 00:00:00
41410,,SENECA,COPYRIGHT 1993,MILANO,MONDADORI,FILOSOFIA STOICA,Open Library,0.455,Letters from a Stoic,Seneca the Younger,1969,https://openlibrary.org/works/OL102290W,{},,FL,"G. VIANSINO, TRAD.",2003-01-12 00:00:00,II,lat,,,,,16,,18,188 S,,123,SR,,2025-01-01 00:00:00
41411,"AD MARCIAM,DE CONSOLATIONE / AD HELVIAM MATER, DE CONSOLATIONE / AD POLYBIUM, DE CONSOLATIONE",SENECA,1928,ROMA,S.A. NOTARI,FILOSOFIA STOICA,Open Library,0.505,Consolations from a Stoic,Seneca,2015,https://openlibrary.org/works/OL40750475W,{},,FL,"E. ROMAGNOLI, A. VALLI PICARDI, TRAD.",2003-01-12 00:00:00,I,eng,,,,,17,,18,188 S1,,229,SR,,2025-01-01 00:00:00
41412,,SENECA,COPYRIGHT 1963,BOLOGNA,ZANICHELLI,FILOSOFIA STOICA,Open Library,0.455,Letters from a Stoic,Seneca the Younger,1969,https://openlibrary.org/works/OL102290W,{},,FL,V. RAGAZZINI,2003-01-12 00:00:00,I,lat,,,,,21,,18,188 S2,,185,SR,,2025-01-01 00:00:00
41413,,SENECA,COPYRIGHT 1967,BARI,LATERZA,FILOSOFIA STOICA,Internet Archive,0.306,Problems in modern education [microform] : addresses and essays,"Sutton, William Seneca, 1860-1928",1913,https://archive.org/details/problemsinmoder00suttgoog,"{""identifier"": ""problemsinmoder00suttgoog""}",,FL,"C. MARCHESI, CURAT.",2003-01-12 00:00:00,V I,eng,Appendix : Education in German universities for winter semester 1905-1906.,Book digitized by Google from the library of the University of Michigan and uploaded to the Internet Archive by user tpb.,,"Boston : Sherman, French",18,,18,188 S3,ANTOLOGIA,123,SR,,2025-01-01 00:00:00
41414,,SENECA,COPYRIGHT 1946,TORINO,SEI,FILOSOFIA STOICA,Open Library,0.455,Letters from a Stoic,Seneca the Younger,1969,https://openlibrary.org/works/OL102290W,{},,FL,V. D'AGOSTINO,2003-01-12 00:00:00,I-RIST.,lat,,,,,20,,18,188 S4,ANTOLOGIA,127,SR,,2025-01-01 00:00:00
41415,,SENECA,COPYRIGHT 1985,TORINO,PARAVIA,FILOSOFIA STOICA,Open Library,0.455,Letters from a Stoic,Seneca the Younger,1969,https://openlibrary.org/works/OL102290W,{},,FL,"U. BOELLA, CURAT.",2003-01-12 00:00:00,I,lat,,,,,22,,18,188 S5,ANTOLOGIA,281,SR,,2025-01-01 00:00:00
41416,,"MARCO, AURELIO",COPYRIGHT 1963,TORINO,SEI,FILOSOFIA STOICA,Open Library,0.880,Las Meditaciones de Marco Aurelio,Marco Aurelio,2020,https://openlibrary.org/works/OL21983875W,{},,FL,"U. MORICCA, CURAT.",2003-01-12 00:00:00,I,spa,,,,,20,,18,188 MA,,207,SR,,2025-01-01 00:00:00
41417,,"MARCHESI, CONCETTO",COPYRIGHT 1944,MILANO,PRINCIPATO,BIOGRAFIA,Open Library,0.430,Storia della letteratura latina,Concetto Marchesi,1929,https://openlibrary.org/works/OL6260456W,{},,FL,,2003-01-12 00:00:00,I,ita,,,,,22,,18,188.7 M,,391,SR,,2025-01-01 00:00:00
41418,,EPITTETO,COPYRIGHT 1944,TORINO,SEI,FILOSOFIA STOICA,Open Library,0.880,Manuale Di Epitteto,Epitteto,2015,https://openlibrary.org/works/OL40677648W,{},,FL,"G.LEOPARDI, TRAD.",2003-01-12 00:00:00,I,ita,,,,,20,,18,188 E,,79,SR,,2025-01-01 00:00:00
41419,LE TUSCULANE E IL TRATTATO SUI DOVERI (TUSCULANAE DISPUTATIONES/DE OFFICIIS),CICERONE,COPYRIGHT 1934,TORINO,SEI,FILOSOFIA ECLETTICA,Open Library,0.600,Tusculanae disputationes,Cicero,1539,https://openlibrary.org/works/OL67547W,{},,FL,"V. D'AGOSTINO, CURAT.",2003-01-12 00:00:00,I,ger,,,,,19,,18,186.1 C,,361,SR,,2025-01-01 00:00:00
41420,,"CUENOT, CLAUDE",COPYRIGHT 1964,MILANO,IL SAGGIATORE,CRITICA A TEILHARD,Open Library,0.815,Teilhard de chardin,Cuénot Claude,1962,https://openlibrary.org/works/OL33683234W,{},,FL,"L. SOLAROLI, TRAD.",2003-01-12 00:00:00,I,,,,,,17,,21,146.7 C1,,218,SR,,2025-01-01 00:00:00
41421,,"BARBIELLINI AMIDEI, GASPARE",COPYRIGHT 1967,TORINO,BORLA,CRITICA - MARITAIN,Open Library,0.668,Dopo Maritain,Gaspare Barbiellini Amidei,1967,https://openlibrary.org/works/OL2480823W,{},,FL,,2003-01-12 00:00:00,I,ita,,,,,21,,21,144.7 B,,143,SR,,2025-01-01 00:00:00
41422,,"BOEZIO, A.M. SEVERINO",COPYRIGHT 1936,LANCIANO,CARABBA,OPERE FILOSOFICHE,Open Library,0.430,La consolazione di filosofia,Severino Boezio,1985,https://openlibrary.org/works/OL15819017W,{},,FL,"T. VENUTI, TRAD.",2003-01-12 00:00:00,I,ita,,,,,20,,16,189 B,,159,SR,,2025-01-01 00:00:00
41423,,"DUNS SCOTO, GIOVANNI",COPYRIGHT 1968,ROMA,PAOLINE,OPERE FILOSOFICHE,Open Library,0.517,Giovanni Duns Scoto nel VII centenario della nascita,John Duns Scotus,1967,https://openlibrary.org/works/OL22573069W,{},,FL,"P. SCAPIN, CURAT.",2003-01-12 00:00:00,I,ita,,,,,18,,16,189 S,,281,SR,,2025-01-01 00:00:00
41424,,"ECKHART, MEISTER",COPYRIGHT 1985,MILANO,ADELPHI,OPERE FILOSOFICHE,Open Library,0.880,Reden und Unterweisung,Eckhart Meister,2020,https://openlibrary.org/works/OL44572657W,{},,FL,M. VANNINI,2003-01-12 00:00:00,I,ger,,,,,17,,16,189 E,,277,SR,,2025-01-01 00:00:00
41425,OPERE TEDESCHE IL LIBRO DELLA CONSOLAZIONE DIVINA/DELL'UOMO NOBILE/ISTRUZIONI S PIRITUALI/DEL DISTACCO/SERMONI,"ECKHART, MEISTER",COPYRIGHT 1982,FIRENZE,LA NUOVA ITALIA,OPERE FILOSOFICHE,Open Library,0.418,Reden und Unterweisung,Eckhart Meister,2020,https://openlibrary.org/works/OL44572657W,{},,FL,M. VANNINI,2003-01-12 00:00:00,I,ger,,,,,21,,16,189 E1,,270,SR,,2025-01-01 00:00:00
41426,,"GILSON, ETIENNE",COPYRIGHT 1983,FIRENZE,LA NUOVA ITALIA,DALLE ORIGINI PATRISTICHE ALLA FINE DE XIV SECOLO,Open Library,0.394,A Gilson reader,Étienne Gilson,1957,https://openlibrary.org/works/OL532196W,{},,FL,"MA. DEL TORRE, TRAD.",2003-01-12 00:00:00,I,eng,,,,,21,,16,O.189 G,,991,SR,,2025-01-01 00:00:00
